ApprovedGeneSymbol	Symbol.V5	OldSymbol	coding_gene	protein_HOPE	protein_GBM
SLC7A6OS	SLC7A6OS	SLC7A6OS	TRUE	NP_115554.2	NP_115554.2
SLC7A8	SLC7A8	SLC7A8	TRUE	NP_036376.2	NP_036376.2
SLC8A1	SLC8A1	SLC8A1	TRUE	NP_001338419.1;NP_001338416.1;NP_001106271.1;NP_001338415.1	NP_001106271.1;NP_001106272.1;NP_001338419.1;NP_001338416.1
SLC8A2	SLC8A2	SLC8A2	TRUE	NP_055878.1	NP_055878.1
SLC8A3	SLC8A3	SLC8A3	TRUE	NA	NP_489479.1
SLC9A1	SLC9A1	SLC9A1	TRUE	NP_003038.2	NP_003038.2
SLC9A3R1	SLC9A3R1	SLC9A3R1	TRUE	NP_004243.1	NP_004243.1
SLC9A3R2	SLC9A3R2	SLC9A3R2	TRUE	NP_001123484.1;NP_004776.3	NP_001123484.1;NP_004776.3
SLC9A6	SLC9A6	SLC9A6	TRUE	NP_001036002.1	NP_001036002.1
SLC9A7	SLC9A7	SLC9A7	TRUE	NP_001244220.1	NP_001244220.1
SLC9A9	SLC9A9	SLC9A9	TRUE	NP_775924.1	NP_775924.1
SLC9B2	SLC9B2	SLC9B2	TRUE	NP_001287683.1	NP_001287683.1
SLCO1C1	SLCO1C1	SLCO1C1	TRUE	NP_001139417.1	NP_001139417.1
SLCO2A1	SLCO2A1	SLCO2A1	TRUE	NP_005621.2	NP_005621.2
SLCO2B1	SLCO2B1	SLCO2B1	TRUE	NP_009187.1	NP_009187.1
SLCO3A1	SLCO3A1	SLCO3A1	TRUE	NP_001138516.1	NP_001138516.1
SLFN11	SLFN11	SLFN11	TRUE	NP_001098057.1	NP_001098057.1
SLFN5	SLFN5	SLFN5	TRUE	NP_659412.3	NP_659412.3
SLIRP	SLIRP	SLIRP	TRUE	NP_001254792.1	NP_001254792.1
SLIT1	SLIT1	SLIT1	TRUE	NP_003052.2	NP_003052.2
SLIT2	SLIT2	SLIT2	TRUE	NP_001276064.1	NP_001276064.1
SLITRK1	SLITRK1	SLITRK1	TRUE	NP_001268432.1	NP_001268432.1
SLITRK2	SLITRK2	SLITRK2	TRUE	NP_001137475.1	NP_001137475.1
SLITRK3	SLITRK3	SLITRK3	TRUE	NP_001305739.1	NP_001305739.1
SLITRK4	SLITRK4	SLITRK4	TRUE	NP_001171678.1	NP_001171678.1
SLITRK5	SLITRK5	SLITRK5	TRUE	NP_056382.1	NP_056382.1
SLK	SLK	SLK	TRUE	NP_001291672.1	NP_001291672.1;NP_055535.2
SLMAP	SLMAP	SLMAP	TRUE	NP_001291349.1	NP_001291349.1;NP_001291350.1
SLPI	SLPI	SLPI	TRUE	NP_003055.1	NP_003055.1
SLTM	SLTM	SLTM	TRUE	NP_001013865.1	NP_079031.2
SLU7	SLU7	SLU7	TRUE	NP_006416.3	NP_006416.3
SLX4	SLX4	SLX4	TRUE	NA	NP_115820.2
SMAD1	SMAD1	SMAD1	TRUE	NP_001003688.1	NP_001003688.1
SMAD2	SMAD2	SMAD2	TRUE	NP_001003652.1	NP_001003652.1
SMAD3	SMAD3	SMAD3	TRUE	NP_005893.1	NP_005893.1
SMAD4	SMAD4	SMAD4	TRUE	NP_005350.1	NP_005350.1
SMAD5	SMAD5	SMAD5	TRUE	NP_001001419.1	NP_001001419.1
SMAD9	SMAD9	SMAD9	TRUE	NA	NP_001120689.1
SMAP1	SMAP1	SMAP1	TRUE	NP_001268368.1;NP_001037770.1	NP_001037770.1;NP_001268368.1
SMAP2	SMAP2	SMAP2	TRUE	NP_073570.1	NP_073570.1
SMARCA1	SMARCA1	SMARCA1	TRUE	NP_001269803.1	NP_001269804.1;NP_001269803.1
SMARCA2	SMARCA2	SMARCA2	TRUE	NP_620614.2	NP_001276325.1
SMARCA4	SMARCA4	SMARCA4	TRUE	NP_001122316.1	NP_001122316.1;NP_001122317.1
SMARCA5	SMARCA5	SMARCA5	TRUE	NP_003592.3	NP_003592.3
SMARCAD1	SMARCAD1	SMARCAD1	TRUE	NP_001121901.1	NP_001121901.1
SMARCAL1	SMARCAL1	SMARCAL1	TRUE	NP_001120679.1	NA
SMARCB1	SMARCB1	SMARCB1	TRUE	NP_003064.2	NP_003064.2;NP_001007469.1
SMARCC1	SMARCC1	SMARCC1	TRUE	NP_003065.3	NP_003065.3
SMARCC2	SMARCC2	SMARCC2	TRUE	NP_001123892.1;NP_003066.2	NP_001123892.1;NP_003066.2
SMARCD1	SMARCD1	SMARCD1	TRUE	NP_003067.3	NP_003067.3
SMARCD2	SMARCD2	SMARCD2	TRUE	NP_001091896.1	NP_001091896.1
SMARCD3	SMARCD3	SMARCD3	TRUE	NP_001003801.1	NP_001003801.1
SMARCE1	SMARCE1	SMARCE1	TRUE	NP_003070.3	NP_003070.3
SMC1A	SMC1A	SMC1A	TRUE	NP_006297.2	NP_006297.2
SMC2	SMC2	SMC2	TRUE	NP_001036015.1	NP_001036015.1
SMC3	SMC3	SMC3	TRUE	NP_005436.1	NP_005436.1
SMC4	SMC4	SMC4	TRUE	NP_001002800.1	NP_001002800.1
SMC5	SMC5	SMC5	TRUE	NP_055925.2	NP_055925.2
SMC6	SMC6	SMC6	TRUE	NP_001135758.1	NP_001135758.1
SMCHD1	SMCHD1	SMCHD1	TRUE	NP_056110.2	NP_056110.2
SMCR8	SMCR8	SMCR8	TRUE	NP_658988.2	NP_658988.2
SMG1	SMG1	SMG1	TRUE	NP_055907.3	NP_055907.3
SMG5	SMG5	SMG5	TRUE	NP_001310543.1	NP_056142.2
SMG6	SMG6	SMG6	TRUE	NP_060045.4	NP_060045.4
SMG7	SMG7	SMG7	TRUE	NP_001317936.1	NP_001337149.1
SMG8	SMG8	SMG8	TRUE	NP_060619.4	NP_060619.4
SMG9	SMG9	SMG9	TRUE	NP_061981.2	NP_061981.2
SMIM1	SMIM1	SMIM1	TRUE	NP_001157196.1	NP_001157196.1
SMIM12	SMIM12	SMIM12	TRUE	NP_001158296.1	NP_001158296.1
SMIM13	SMIM13	SMIM13	TRUE	NP_001129047.1	NP_001129047.1
SMIM20	SMIM20	SMIM20	TRUE	NP_001138904.1	NP_001138904.1
SMIM29	SMIM29	SMIM29	TRUE	NP_001008703.2	NP_001008703.2
SMIM8	SMIM8	SMIM8	TRUE	NP_001035958.1	NP_001035958.1
SMNDC1	SMNDC1	SMNDC1	TRUE	NP_005862.1	NP_005862.1
SMOC1	SMOC1	SMOC1	TRUE	NP_001030024.1	NP_001030024.1
SMOX	SMOX	SMOX	TRUE	NP_001257620.1	NP_787033.1
SMPD1	SMPD1	SMPD1	TRUE	NP_000534.3	NP_000534.3
SMPD2	SMPD2	SMPD2	TRUE	NP_003071.2	NP_003071.2
SMPD3	SMPD3	SMPD3	TRUE	NP_061137.1	NP_061137.1
SMPD4	SMPD4	SMPD4	TRUE	NP_060421.2	NP_060421.2
SMPDL3A	SMPDL3A	SMPDL3A	TRUE	NP_001273067.1	NP_001273067.1
SMPX	SMPX	SMPX	TRUE	NA	NP_055147.1
SMS	SMS	SMS	TRUE	NP_004586.2	NP_004586.2
SMTN	SMTN	SMTN	TRUE	NP_001193947.1	NP_599031.1
SMU1	SMU1	SMU1	TRUE	NP_060695.2	NP_060695.2
SMUG1	SMUG1	SMUG1	TRUE	NP_001230716.1	NP_001230716.1
SMURF2	SMURF2	SMURF2	TRUE	NP_073576.1	NP_073576.1
SMYD2	SMYD2	SMYD2	TRUE	NP_064582.2	NP_064582.2
SMYD3	SMYD3	SMYD3	TRUE	NP_001161212.1	NP_001161212.1
SMYD4	SMYD4	SMYD4	TRUE	NP_443160.2	NP_443160.2
SMYD5	SMYD5	SMYD5	TRUE	NP_006053.2	NP_006053.2
SNAP23	SNAP23	SNAP23	TRUE	NP_003816.2	NP_003816.2
SNAP25	SNAP25	SNAP25	TRUE	NP_001309832.1;NP_001309831.1	NP_001309831.1;NP_001309832.1
SNAP29	SNAP29	SNAP29	TRUE	NP_004773.1	NP_004773.1
SNAP47	SNAP47	SNAP47	TRUE	NP_001310859.1	NP_001310859.1
SNAP91	SNAP91	SNAP91	TRUE	NP_001229721.1	NP_001229721.1
SNAPC3	SNAPC3	SNAPC3	TRUE	NP_001034786.1	NP_001034786.1
SNAPC4	SNAPC4	SNAPC4	TRUE	NP_003077.2	NP_003077.2
SNAPC5	SNAPC5	SNAPC5	TRUE	NP_001316544.1	NP_001316542.1
SNAPIN	SNAPIN	SNAPIN	TRUE	NP_036569.1	NP_036569.1
SNCA	SNCA	SNCA	TRUE	NP_000336.1	NP_000336.1
SNCAIP	SNCAIP	SNCAIP	TRUE	NP_001295029.1	NP_001295029.1
SNCB	SNCB	SNCB	TRUE	NP_001001502.1	NP_001001502.1
SNCG	SNCG	SNCG	TRUE	NP_003078.2	NP_003078.2
SND1	SND1	SND1	TRUE	NP_055205.2	NP_055205.2
SNED1	SNED1	SNED1	TRUE	NP_001073906.1	NP_001073906.1
SNF8	SNF8	SNF8	TRUE	NP_009172.2	NP_009172.2
SNIP1	SNIP1	SNIP1	TRUE	NP_078976.2	NP_078976.2
SNN	SNN	SNN	TRUE	NP_003489.1	NP_003489.1
SNPH	SNPH	SNPH	TRUE	NP_001305163.1	NP_001305163.1
SNRK	SNRK	SNRK	TRUE	NP_001094064.1	NP_001094064.1
SNRNP200	SNRNP200	SNRNP200	TRUE	NP_054733.2	NP_054733.2
SNRNP27	SNRNP27	SNRNP27	TRUE	NP_006848.1	NP_006848.1
SNRNP40	SNRNP40	SNRNP40	TRUE	NP_004805.2	NP_004805.2
SNRNP48	SNRNP48	SNRNP48	TRUE	NP_689764.3	NP_689764.3
SNRNP70	SNRNP70	SNRNP70	TRUE	NP_003080.2	NP_003080.2
SNRPA	SNRPA	SNRPA	TRUE	NP_004587.1	NP_004587.1
SNRPA1	SNRPA1	SNRPA1	TRUE	NP_003081.2	NP_003081.2
SNRPB	SNRPB	SNRPB	TRUE	NP_003082.1	NP_003082.1
SNRPB2	SNRPB2	SNRPB2	TRUE	NP_003083.1	NP_003083.1
SNRPC	SNRPC	SNRPC	TRUE	NP_003084.1	NP_003084.1
SNRPD1	SNRPD1	SNRPD1	TRUE	NP_008869.1	NP_008869.1
SNRPD2	SNRPD2	SNRPD2	TRUE	NP_004588.1	NP_004588.1
SNRPD3	SNRPD3	SNRPD3	TRUE	NP_001265585.1	NP_001265585.1
SNRPE	SNRPE	SNRPE	TRUE	NP_003085.1	NP_003085.1
SNRPF	SNRPF	SNRPF	TRUE	NP_003086.1	NP_003086.1
SNRPG	SNRPG	SNRPG	TRUE	NP_001304095.1	NP_001304095.1
SNTA1	SNTA1	SNTA1	TRUE	NP_003089.1	NP_003089.1
SNTB1	SNTB1	SNTB1	TRUE	NP_066301.1	NP_066301.1
SNTB2	SNTB2	SNTB2	TRUE	NP_006741.1	NP_006741.1
SNU13	SNU13	SNU13	TRUE	NP_001003796.1	NP_001003796.1
SNUPN	SNUPN	SNUPN	TRUE	NP_001036046.1	NP_001036046.1
SNW1	SNW1	SNW1	TRUE	NP_036377.1	NP_036377.1
SNX1	SNX1	SNX1	TRUE	NP_003090.2	NP_003090.2
SNX10	SNX10	SNX10	TRUE	NP_001186764.1	NP_001186764.1
SNX11	SNX11	SNX11	TRUE	NP_001317249.1	NP_001317249.1
SNX12	SNX12	SNX12	TRUE	NP_001243114.1	NP_001243114.1
SNX13	SNX13	SNX13	TRUE	NP_001337791.1	NP_001337793.1
SNX14	SNX14	SNX14	TRUE	NP_001291408.1	NP_001291408.1
SNX15	SNX15	SNX15	TRUE	NP_037438.2	NP_037438.2
SNX16	SNX16	SNX16	TRUE	NP_071416.2	NP_071416.2
SNX17	SNX17	SNX17	TRUE	NP_055563.1	NP_055563.1
SNX18	SNX18	SNX18	TRUE	NP_001096045.1	NP_001096045.1
SNX19	SNX19	SNX19	TRUE	NP_001334847.1	NP_001334847.1
SNX2	SNX2	SNX2	TRUE	NP_001265128.1	NP_003091.2
SNX21	SNX21	SNX21	TRUE	NP_219489.1	NP_219489.1
SNX24	SNX24	SNX24	TRUE	NP_054754.1	NP_054754.1
SNX25	SNX25	SNX25	TRUE	NP_001304710.1	NP_001304710.1
SNX27	SNX27	SNX27	TRUE	NP_001317652.1	NP_001317652.1
SNX29	SNX29	SNX29	TRUE	NP_115543.3	NP_115543.3
SNX3	SNX3	SNX3	TRUE	NP_003786.1	NP_003786.1
SNX30	SNX30	SNX30	TRUE	NP_001013012.1	NP_001013012.1
SNX32	SNX32	SNX32	TRUE	NP_689973.2	NP_689973.2
SNX33	SNX33	SNX33	TRUE	NP_695003.1	NP_695003.1
SNX4	SNX4	SNX4	TRUE	NP_003785.1	NP_003785.1
SNX5	SNX5	SNX5	TRUE	NP_055241.1	NP_055241.1
SNX6	SNX6	SNX6	TRUE	NP_689419.2	NP_689419.2
SNX7	SNX7	SNX7	TRUE	NP_057060.2	NP_057060.2
SNX8	SNX8	SNX8	TRUE	NP_037453.1	NP_037453.1
SNX9	SNX9	SNX9	TRUE	NP_057308.1	NP_057308.1
SOAT1	SOAT1	SOAT1	TRUE	NP_003092.4	NP_003092.4
SOBP	SOBP	SOBP	TRUE	NP_060483.3	NP_060483.3
SOCS2	SOCS2	SOCS2	TRUE	NP_001257396.1	NP_001257396.1
SOCS6	SOCS6	SOCS6	TRUE	NA	NP_004223.2
SOD1	SOD1	SOD1	TRUE	NP_000445.1	NP_000445.1
SOD2	SOD2	SOD2	TRUE	NP_000627.2	NP_000627.2
SOD3	SOD3	SOD3	TRUE	NP_003093.2	NP_003093.2
SOGA1	SOGA1	SOGA1	TRUE	NP_542194.2	NP_542194.2
SOGA3	SOGA3	SOGA3	TRUE	NP_001012279.1	NP_001012279.1
SON	SON	SON	TRUE	NP_620305.2;NP_001278340.1;NP_115571.2	NP_620305.2;NP_001278340.1;NP_115571.2
SORBS1	SORBS1	SORBS1	TRUE	NP_001277225.1;NP_056200.1;NP_001277227.1;NP_079267.1;NP_001277223.1	NP_001030126.1;NP_001277225.1;NP_079267.1;NP_001277227.1;NP_001277223.1;NP_001030128.1;NP_001277226.1
SORBS2	SORBS2	SORBS2	TRUE	NP_001257700.1;NP_001139145.1;NP_003594.3	NP_001257700.1;NP_001139145.1;NP_001139146.1;NP_003594.3
SORBS3	SORBS3	SORBS3	TRUE	NP_005766.3	NP_005766.3
SORCS1	SORCS1	SORCS1	TRUE	NP_001013049.1	NP_001013049.1
SORCS2	SORCS2	SORCS2	TRUE	NP_065828.2	NP_065828.2
SORCS3	SORCS3	SORCS3	TRUE	NP_055793.1	NP_055793.1
SORD	SORD	SORD	TRUE	NP_003095.2	NP_003095.2
SORL1	SORL1	SORL1	TRUE	NP_003096.1	NP_003096.1
SORT1	SORT1	SORT1	TRUE	NP_002950.3	NP_002950.3
SOS1	SOS1	SOS1	TRUE	NP_005624.2	NP_005624.2
SOS2	SOS2	SOS2	TRUE	NP_008870.2	NP_008870.2
SOWAHB	SOWAHB	SOWAHB	TRUE	NA	NP_001025041.1
SOWAHC	SOWAHC	SOWAHC	TRUE	NP_075392.2	NP_075392.2
SOWAHD	SOWAHD	SOWAHD	TRUE	NA	NP_001099046.1
SOX10	SOX10	SOX10	TRUE	NP_008872.1	NP_008872.1
SOX11	SOX11	SOX11	TRUE	NP_003099.1	NP_003099.1
SOX13	SOX13	SOX13	TRUE	NP_005677.2	NP_005677.2
SOX2	SOX2	SOX2	TRUE	NP_003097.1	NP_003097.1
SOX21	SOX21	SOX21	TRUE	NP_009015.1	NA
SOX4	SOX4	SOX4	TRUE	NP_003098.1	NP_003098.1
SOX5	SOX5	SOX5	TRUE	NP_001248344.1	NP_001248344.1;NP_001317714.1
SOX6	SOX6	SOX6	TRUE	NP_001139291.1	NP_001139291.1
SOX8	SOX8	SOX8	TRUE	NP_055402.2	NP_055402.2
SOX9	SOX9	SOX9	TRUE	NP_000337.1	NP_000337.1
SP1	SP1	SP1	TRUE	NP_612482.2	NP_612482.2
SP100	SP100	SP100	TRUE	NP_003104.2	NP_003104.2
SP110	SP110	SP110	TRUE	NP_004500.3	NP_004500.3
SP2	SP2	SP2	TRUE	NP_003101.3	NP_003101.3
SP3	SP3	SP3	TRUE	NP_001017371.3	NP_001166183.1
SP4	SP4	SP4	TRUE	NP_003103.2	NP_003103.2
SPA17	SPA17	SPA17	TRUE	NP_059121.1	NP_059121.1
SPAG1	SPAG1	SPAG1	TRUE	NP_003105.2	NP_003105.2
SPAG5	SPAG5	SPAG5	TRUE	NP_006452.3	NP_006452.3
SPAG6	SPAG6	SPAG6	TRUE	NP_036575.1	NP_001240783.1
SPAG7	SPAG7	SPAG7	TRUE	NP_004881.2	NP_004881.2
SPAG9	SPAG9	SPAG9	TRUE	NP_001124000.1;NP_001123999.1	NP_001124000.1
SPARC	SPARC	SPARC	TRUE	NP_001296372.1	NP_001296372.1
SPARCL1	SPARCL1	SPARCL1	TRUE	NP_001121782.1	NP_001121782.1
SPART	SPART	SPART	TRUE	NP_001135766.1	NP_001135766.1
SPAST	SPAST	SPAST	TRUE	NP_001350752.1	NP_001350752.1;NP_001350804.1
SPATA13	SPATA13	SPATA13	TRUE	NP_001159743.1	NP_001159743.1
SPATA18	SPATA18	SPATA18	TRUE	NP_660306.1	NP_660306.1;NP_001284537.1
SPATA2	SPATA2	SPATA2	TRUE	NP_001129245.1	NP_001129245.1
SPATA20	SPATA20	SPATA20	TRUE	NP_001245301.1	NP_001245301.1
SPATA2L	SPATA2L	SPATA2L	TRUE	NP_689552.2	NP_689552.2
SPATA33	SPATA33	SPATA33	TRUE	NP_001258836.1	NP_001258836.1
SPATA5	SPATA5	SPATA5	TRUE	NP_001332785.1	NP_001332785.1
SPATA5L1	SPATA5L1	SPATA5L1	TRUE	NP_076968.2	NP_076968.2
SPATA6	SPATA6	SPATA6	TRUE	NA	NP_001273167.1
SPATS2	SPATS2	SPATS2	TRUE	NP_001280214.1	NP_001280214.1
SPATS2L	SPATS2L	SPATS2L	TRUE	NP_001269673.1;NP_001093892.1;NP_001093894.1	NP_001269673.1;NP_001093892.1;NP_001093894.1
SPC24	SPC24	SPC24	TRUE	NP_872319.1	NP_001303961.1
SPC25	SPC25	SPC25	TRUE	NP_065726.1	NP_065726.1
SPCS1	SPCS1	SPCS1	TRUE	NP_054760.3	NP_054760.3
SPCS2	SPCS2	SPCS2	TRUE	NP_055567.2	NP_055567.2
SPCS3	SPCS3	SPCS3	TRUE	NP_068747.1	NP_068747.1
SPDL1	SPDL1	SPDL1	TRUE	NP_001316568.1	NP_001316568.1
SPECC1	SPECC1	SPECC1	TRUE	NP_001028725.1;NP_690868.3	NP_001028725.1
SPECC1L	SPECC1L	SPECC1L	TRUE	NP_001138940.3	NP_001138940.3
SPEG	SPEG	SPEG	TRUE	NP_005867.3	NP_005867.3
SPEN	SPEN	SPEN	TRUE	NP_055816.2	NP_055816.2
SPG11	SPG11	SPG11	TRUE	NP_079413.3	NP_079413.3
SPG21	SPG21	SPG21	TRUE	NP_001121361.1	NP_001121361.1
SPG7	SPG7	SPG7	TRUE	NP_003110.1	NP_003110.1
SPHK2	SPHK2	SPHK2	TRUE	NP_001191088.1	NP_001191088.1
SPHKAP	SPHKAP	SPHKAP	TRUE	NP_001136116.1	NP_001136116.1
SPI1	SPI1	SPI1	TRUE	NA	NP_001074016.1
SPICE1	SPICE1	SPICE1	TRUE	NP_001318007.1	NP_001318007.1
SPIDR	SPIDR	SPIDR	TRUE	NP_001073863.1	NP_001073863.1
SPIN1	SPIN1	SPIN1	TRUE	NP_006708.2	NP_006708.2
SPIN3	SPIN3	SPIN3	TRUE	NP_001010862.2	NP_001010862.2
SPINDOC	SPINDOC	SPINDOC	TRUE	NP_612480.1	NP_612480.1
SPINT2	SPINT2	SPINT2	TRUE	NP_066925.1	NP_066925.1
SPIRE1	SPIRE1	SPIRE1	TRUE	NP_064533.3	NP_064533.3
SPIRE2	SPIRE2	SPIRE2	TRUE	NP_115827.1	NP_115827.1
SPN	SPN	SPN	TRUE	NA	NP_001025459.1
SPNS1	SPNS1	SPNS1	TRUE	NP_001135920.1	NP_001135920.1
SPOCK1	SPOCK1	SPOCK1	TRUE	NP_004589.1	NP_004589.1
SPOCK2	SPOCK2	SPOCK2	TRUE	NP_001231879.1	NP_001231879.1
SPOCK3	SPOCK3	SPOCK3	TRUE	NP_001035249.1	NP_001035249.1
SPON1	SPON1	SPON1	TRUE	NP_006099.2	NP_006099.2
SPOP	SPOP	SPOP	TRUE	NP_001007227.1	NP_001007227.1
SPOUT1	SPOUT1	SPOUT1	TRUE	NP_057474.2	NP_057474.2
SPP1	SPP1	SPP1	TRUE	NP_001035147.1;NP_000573.1	NP_001035147.1;NP_000573.1
SPP2	SPP2	SPP2	TRUE	NP_008875.1	NP_008875.1
SPPL2A	SPPL2A	SPPL2A	TRUE	NP_116191.2	NP_116191.2
SPPL2B	SPPL2B	SPPL2B	TRUE	NP_001070706.1	NP_694533.1
SPPL3	SPPL3	SPPL3	TRUE	NP_620584.2	NP_620584.2
SPR	SPR	SPR	TRUE	NP_003115.1	NP_003115.1
SPRED1	SPRED1	SPRED1	TRUE	NP_689807.1	NP_689807.1
SPRED2	SPRED2	SPRED2	TRUE	NP_861449.2	NP_861449.2
SPRED3	SPRED3	SPRED3	TRUE	NP_001035987.1	NP_001035987.1
SPRY1	SPRY1	SPRY1	TRUE	NP_001244967.1	NP_001244967.1
SPRY2	SPRY2	SPRY2	TRUE	NP_001305465.1	NP_001305465.1
SPRY3	SPRY3	SPRY3	TRUE	NP_001291919.1	NP_001291919.1
SPRY4	SPRY4	SPRY4	TRUE	NP_001120968.1	NP_112226.2
SPRYD3	SPRYD3	SPRYD3	TRUE	NP_116229.1	NP_116229.1
SPRYD4	SPRYD4	SPRYD4	TRUE	NP_997227.1	NP_997227.1
SPRYD7	SPRYD7	SPRYD7	TRUE	NP_065189.1	NP_065189.1
SPTA1	SPTA1	SPTA1	TRUE	NP_003117.2	NP_003117.2
SPTAN1	SPTAN1	SPTAN1	TRUE	NP_001350694.1;NP_001350688.1;NP_001182461.1	NP_001123910.1;NP_001350688.1;NP_001350694.1;NP_001182461.1
SPTB	SPTB	SPTB	TRUE	NP_001020029.1;NP_001342366.1	NP_001020029.1;NP_001342366.1
SPTBN1	SPTBN1	SPTBN1	TRUE	NP_003119.2;NP_842565.2	NP_003119.2;NP_842565.2
SPTBN2	SPTBN2	SPTBN2	TRUE	NP_008877.1	NP_008877.1
SPTBN4	SPTBN4	SPTBN4	TRUE	NP_066022.2	NP_066022.2
SPTLC1	SPTLC1	SPTLC1	TRUE	NP_006406.1	NP_006406.1
SPTLC2	SPTLC2	SPTLC2	TRUE	NP_004854.1	NP_004854.1
SPTY2D1	SPTY2D1	SPTY2D1	TRUE	NP_919261.2	NP_919261.2
SQLE	SQLE	SQLE	TRUE	NP_003120.2	NP_003120.2
SQOR	SQOR	SQOR	TRUE	NP_001258142.1	NP_001258142.1
SQSTM1	SQSTM1	SQSTM1	TRUE	NP_003891.1	NP_003891.1
SRA1	SRA1	SRA1	TRUE	NP_001030312.2	NP_001030312.2
SRBD1	SRBD1	SRBD1	TRUE	NP_060549.4	NP_060549.4
SRC	SRC	SRC	TRUE	NP_005408.1	NP_005408.1
SRCAP	SRCAP	SRCAP	TRUE	NA	NP_006653.2
SRCIN1	SRCIN1	SRCIN1	TRUE	NP_079524.2	NP_079524.2
SRD5A1	SRD5A1	SRD5A1	TRUE	NP_001038.1	NP_001038.1
SRD5A3	SRD5A3	SRD5A3	TRUE	NP_078868.1	NP_078868.1
SREBF1	SREBF1	SREBF1	TRUE	NP_001005291.1	NP_001005291.1
SREBF2	SREBF2	SREBF2	TRUE	NP_004590.2	NP_004590.2
SREK1	SREK1	SREK1	TRUE	NP_001070667.1	NP_001070667.1
SREK1IP1	SREK1IP1	SREK1IP1	TRUE	NP_776190.1	NP_776190.1
SRF	SRF	SRF	TRUE	NP_003122.1	NP_003122.1
SRFBP1	SRFBP1	SRFBP1	TRUE	NP_689759.2	NP_689759.2
SRGAP1	SRGAP1	SRGAP1	TRUE	NP_001333130.1	NP_001333130.1;NP_065813.1
SRGAP2	SRGAP2	SRGAP2	TRUE	NP_001164108.1;NP_056141.2;NP_001287881.1	NP_056141.2;NP_001287881.1
SRGAP3	SRGAP3	SRGAP3	TRUE	NP_055665.1;NP_001028289.1	NP_055665.1;NP_001028289.1
SRGN	SRGN	SRGN	TRUE	NP_001307982.1	NP_001307982.1
SRI	SRI	SRI	TRUE	NP_944490.1	NP_003121.1
SRM	SRM	SRM	TRUE	NP_003123.2	NP_003123.2
SRP14	SRP14	SRP14	TRUE	NP_003125.3	NP_003125.3
SRP19	SRP19	SRP19	TRUE	NP_003126.1	NP_003126.1
SRP54	SRP54	SRP54	TRUE	NP_003127.1	NP_003127.1
SRP68	SRP68	SRP68	TRUE	NP_055045.2	NP_055045.2
SRP72	SRP72	SRP72	TRUE	NP_008878.3	NP_008878.3
SRP9	SRP9	SRP9	TRUE	NP_003124.1	NP_003124.1
SRPK1	SRPK1	SRPK1	TRUE	NP_003128.3	NP_003128.3
SRPK2	SRPK2	SRPK2	TRUE	NP_001337669.1	NP_001337669.1
SRPRA	SRPRA	SRPRA	TRUE	NP_003130.2	NP_003130.2
SRPRB	SRPRB	SRPRB	TRUE	NP_067026.3	NP_067026.3
SRPX	SRPX	SRPX	TRUE	NP_006298.1	NP_006298.1
SRPX2	SRPX2	SRPX2	TRUE	NP_055282.1	NP_055282.1
SRR	SRR	SRR	TRUE	NP_068766.1	NP_068766.1
SRRM1	SRRM1	SRRM1	TRUE	NP_001290377.1	NP_001290377.1
SRRM2	SRRM2	SRRM2	TRUE	NP_057417.3	NP_057417.3
SRRT	SRRT	SRRT	TRUE	NP_001122324.1	NP_001122325.1
SRSF1	SRSF1	SRSF1	TRUE	NP_008855.1	NP_008855.1
SRSF10	SRSF10	SRSF10	TRUE	NP_001177934.1;NP_001177935.1;NP_001177936.1	NP_001177936.1;NP_001177935.1
SRSF11	SRSF11	SRSF11	TRUE	NP_001337537.1	NP_001177916.1
SRSF12	SRSF12	SRSF12	TRUE	NP_542781.3	NP_542781.3
SRSF2	SRSF2	SRSF2	TRUE	NP_001182356.1	NP_001182356.1
SRSF3	SRSF3	SRSF3	TRUE	NP_003008.1	NP_003008.1
SRSF4	SRSF4	SRSF4	TRUE	NP_005617.2	NP_005617.2
SRSF5	SRSF5	SRSF5	TRUE	NP_001034554.1	NP_001034554.1
SRSF6	SRSF6	SRSF6	TRUE	NP_006266.2	NP_006266.2
SRSF7	SRSF7	SRSF7	TRUE	NP_001026854.1	NP_001026854.1
SRSF8	SRSF8	SRSF8	TRUE	NP_115285.1	NP_115285.1
SRSF9	SRSF9	SRSF9	TRUE	NP_003760.1	NP_003760.1
SRXN1	SRXN1	SRXN1	TRUE	NP_542763.1	NP_542763.1
SS18	SS18	SS18	TRUE	NP_001007560.1	NP_001007560.1
SS18L1	SS18L1	SS18L1	TRUE	NP_945173.1	NP_945173.1
SS18L2	SS18L2	SS18L2	TRUE	NP_057389.1	NP_057389.1
SSB	SSB	SSB	TRUE	NP_001281074.1	NP_001281074.1
SSBP1	SSBP1	SSBP1	TRUE	NP_001243439.1	NP_001243439.1
SSBP2	SSBP2	SSBP2	TRUE	NP_001243661.1	NP_001243661.1
SSBP3	SSBP3	SSBP3	TRUE	NP_001009955.1	NP_001009955.1
SSBP4	SSBP4	SSBP4	TRUE	NP_001009998.1	NP_001009998.1
SSC5D	SSC5D	SSC5D	TRUE	NP_001138422.1	NP_001138422.1
SSH1	SSH1	SSH1	TRUE	NP_061857.3	NP_061857.3
SSH2	SSH2	SSH2	TRUE	NP_001269058.1	NP_001269058.1
